affiliation_affiliation_id,affiliation_name,address
2194,University of Sheffield,Sheffield UK
2195,University of Shizuoka,Shizuoka Japan
2196,University of Skovde,Skovde Sweden
2197,"University of Skovde, Skovde Sweden; Goteborg University",Goteborg Sweden
2198,University of South Africa,South Africa
2199,"University of South Africa, South Africa; Mareka Institute",South Africa
2200,"University of South Africa, South Africa; Meraka Institute",Pretoria South Africa
2201,University of Southampton,Southampton UK
2202,University of Southern California,Marina del Rey CA
2203,"University of Southern California, Marina del Rey CA; Language Weaver Inc.",Marina del Rey CA
2204,"University of Southern California, Marina del Rey CA; University of Michigan",Ann Arbor MI
2205,University of Southern Denmark,Odense Denmark
2206,University of St. Andrews,St. Andrews UK
2207,"University of St. Andrews, St. Andrews UK; University of Amsterdam",Amsterdam The Netherlands
2208,University of St. Thomas,St. Paul MN
2209,University of Stellenbosch,South Africa
2210,University of Stirling,Stirling Scotland
2211,University of Stirling,Stirling UK
2212,University of Strasbourg 2,Strasbourg France
2213,University of Strathclyde,Glasgow UK
2214,University of Stuttgart,Stuttgart Germany
2215,"University of Stuttgart, Stuttgart Germany; University of Pretoria",Pretoria South Africa
2216,University of Sunderland,Sunderland UK
2217,University of Surrey,Surrey UK
2218,University of Sussex,East Sussex UK
2219,"University of Sussex, East Sussex UK; University of Geneva",Geneva Switzerland
2220,University of Suwon,Hwaseong Korea
2221,University of Sydney,Sydney Australia
2222,University of Szeged,Szeged Hungary
2223,"University of Szeged, Szeged Hungary; Hungarian Academy of Sciences",Budapest Hungary
2224,University of Tampere,Tampere Finland
2225,University of Tartu,Tartu Estonia
2226,"University of Technology of Compiegne, Compiegne France; CNRS, France; URA",Marseille France
2227,"University of Technology of Troyes, Troyes France; University â€œA.I. Cuzaâ€",Iasi Romania
2228,University of Teeside,Middlesbrough UK
2229,University of Tennessee,Knoxville TN
2230,University of Texas at Arlington,Arlington TX
2231,University of Texas at Austin,Austin TX
2232,"University of Texas at Austin, Austin TX; Brigham Young University",Provo UT
2233,"University of Texas at Austin, Austin TX; MCC",Austin TX
2234,"University of Texas at Austin, Austin TX; SRI International, Menlo Park CA; Stanford University",Stanford CA
2235,University of Texas at Dallas,Richardson TX
2236,"University of Texas at Dallas, Richardson TX; Baylor University",Waco TX
2237,University of Texas at El Paso,El Paso TX
2238,University of The Republic,Montevideo Uruguay
2239,University of Timisoara,Timisoara Romania
2240,University of Tokushima,Tokushima Japan
2241,University of Tokyo,Tokyo Japan
2242,"University of Tokyo, Tokyo Japan; ATR Spoken Language Translation Research Laboratories",Kyoto Japan
2243,"University of Tokyo, Tokyo Japan; Brain Science Institute",Japan
2244,"University of Tokyo, Tokyo Japan; CREST Japan Science and Technology Corporation",Saitama Japan
2245,"University of Tokyo, Tokyo Japan; Electrotechnical Laboratory, Tsukuba Japan; Institute for New Generation Computer Technology",Tokyo Japan
2246,"University of Tokyo, Tokyo Japan; Japan Biological Informatics Consortium, Japan; National Institute of Advanced Industrial Science and Technology",Tokyo Japan
2247,"University of Tokyo, Tokyo Japan; PRESTO Japan Science and Technology Corporation",Saitama Japan
2248,"University of Tokyo, Tokyo Japan; Research Organization of Information and System",Japan
2249,"University of Tokyo, Tokyo Japan; SORST Japan Science and Technology Corporation",Saitama Japan
2250,"University of Tokyo, Tokyo Japan; University of Manchester",Manchester UK
2251,"University of Tokyo, Tokyo Japan; University of Manchester, Manchester UK; CREST Japan Science and Technology Corporation",Saitama Japan
2252,"University of Tokyo, Tokyo Japan; University of Manchester, Manchester UK; National Center for Text Mining",UK
2253,"University of Tokyo, Tokyo Japan; University of Manchester, Manchester UK; SORST Japan Science and Technology Corporation",Saitama Japan
2254,University of Toronto,Toronto ON
2255,"University of Toronto, Toronto ON; National Research Council (Ottawa)",Ottawa ON
2256,"University of Toronto, Toronto ON; Redeemer College",Ancaster ON
2257,"University of Toronto, Toronto ON; University of Ulm",Ulm Germany
2258,University of Toulouse 2,Toulouse France
2259,University of Toulouse 3,Toulouse France
2260,University of Toulouse,Toulouse France
2261,University of Tours,Tours France
2262,University of Toyama,Toyama Japan
2263,University of Trento,Trento Italy
2264,"University of Trento, Trento Italy; Fondazione Bruno Kessler",Trento Italy
2265,"University of Trento, Trento Italy; University of Essex",Essex UK
2266,University of Trier,Trier Germany
2267,University of Trieste,Trieste Italy
2268,University of Tromso,Tromso Norway
2269,University of Trondheim,Trondheim Norway
2270,University of Tsukuba,Tsukuba Japan
2271,University of Tubingen,Tubingen Germany
2272,"University of Tubingen, Tubingen Germany; Friedrich-Naumann-Stiftung (FNS)",Germany
2273,University of Turin,Turin Italy
2274,University of Turku,Turku Finland
2275,University of Twente,Enschede The Netherlands
2276,University of Udine,Udine Italy
2277,"University of Udine, Udine Italy; International Center for Mechanical Sciences",Udine Italy
2278,"University of Udine, Udine Italy; Technical University of Milan",Milan Italy
2279,"University of Udine, Udine Italy; University of Milan",Milan Italy
2280,"University of Udine, Udine Italy; University of Trieste",Trieste Italy
2281,University of Ulm,Ulm Germany
2282,"University of Ulm, Ulm Germany; University of Toronto",Toronto ON
2283,University of Ulsan,Ulsan Korea
2284,University of Ulster,Northern Ireland
2285,University of Utah,Salt Lake City UT
2286,University of Valladolid,Valladolid Spain
2287,University of Venice,Venice Italy
2288,"University of Venice, Venice Italy; Fondazione Bruno Kessler",Trento Italy
2289,University of Vermont,Burlington VT
2290,University of Victoria,Victoria BC
2291,University of Vienna,Vienna Austria
2292,University of Vigo,Vigo Spain
2293,University of Waikato,Hamilton New Zealand
2294,University of Wales,Aberystwyth UK
2295,University of Wales,Cardiff UK
2296,University of Washington,Seattle WA
2297,University of Waterloo,Waterloo ON
2298,"University of Waterloo, Waterloo ON; Tsinghua University",Beijing China
2299,"University of Waterloo, Waterloo ON; University of Massachusetts",Amherst MA
2300,"University of Waterloo, Waterloo ON; University of Toronto",Toronto ON
2301,University of West Bohemia,Pilsen Czech Republic
2302,University of Western Australia,Perth Australia
2303,University of Western Australia,Perth Western Australia
2304,University of Western Ontario,London ON
2305,University of Windsor,Windsor ON
2306,University of Wisconsin at Milwaukee,Milwaukee WI
2307,University of Wisconsin-Madison,Madison WI
2308,University of Wisconsin-Parkside,Kenosha WI
2309,University of Wolverhampton,Wolverhampton UK
2310,"University of Wolverhampton, Wolverhampton UK; University of Alicante",Alicante Spain
2311,University of Wuppertal,Wuppertal Germany
2312,University of Wurzburg,Wurzburg Germany
2313,University of Yamagata,Yonezawa Japan
2314,University of York,York UK
2315,University of Zadar,Zadar Croatia
2316,University of Zagreb,Zagreb Croatia
2317,University of Zurich,Zurich Switzerland
2318,"University of Zurich, Zurich Switzerland; University of Geneva",Geneva Switzerland
2319,University of the Aegean,Samos Greece
2320,University of the Algarve,Faro Portugal
2321,"University of the Algarve, Faro Portugal; INESC",Lisbon Portugal
2322,University of the Andes,Bogota Colombia
2323,University of the Basque Country,Donostia Spain
2324,University of the Basque Country,Donostia Spain; Eleka S.L.
2325,University of the Mediterranean,Marseille France
2326,University of the Ryukyus,Okinawa Japan
2327,University of the Sinos Valley,Sao Leopoldo Brazil
2328,University of the West Indies,St. Augustine Trinidad
2329,University â€œA.I. Cuzaâ€,Iasi Romania
2330,"University â€œA.I. Cuzaâ€, Iasi Romania; Romanian Academy",Bucharest Romania
2331,"University â€œA.I. Cuzaâ€, Iasi Romania; Romanian Academy",Iasi Romania
2332,"University â€œA.I. Cuzaâ€, Iasi Romania; University of Alicante",Alicante Spain
2333,Uppsala University,Uppsala Sweden
2334,"Uppsala University, Uppsala Sweden; Tilburg University",Tilburg The Netherlands
2335,"Uppsala University, Uppsala Sweden; Vaxjo University",Vaxjo Sweden
2336,Upsala College,East Orange NJ
2337,Utrecht University,Utrecht The Netherlands
2338,Utrecht University,Utrecht The Netherlands; Eurotra
2339,"Utrecht University, Utrecht The Netherlands; University of Essex",Essex UK
2340,Utsunomiya University,Utsunomiya Japan
2341,V,Krishnakumar
2342,Valparaiso University,Valparaiso IN
2343,Van Nung Institute of Technology,Taiwan
2344,Vanderbilt University,Nashville TN
2345,Vassar College,Poughkeepsie NY
2346,Vaxjo University,Vaxjo Sweden
2347,"Vaxjo University, Vaxjo Sweden; Uppsala University",Uppsala Sweden
2348,Vecsys,France
2349,,Velti S.A.
2350,,Verity Inc.
2351,Versatile Information Systems Inc.,Framingham MA
2352,Vienna University of Economics and Business Administration,Vienna Austria
2353,Vietlex,Hanoi Vietnam
2354,Vietnam Lexicography Centre,Vietnam
2355,Vietnam National University of HCMC,HCM City Vietnam
2356,Vietnam National University,Hanoi Vietnam
2357,"Vietnam National University, Hanoi Vietnam; LORIA",Vandoeuvre-les-Nancy France
2358,Villanova University,Villanova PA
2359,Virage Advanced Technology Group,Woburn MA
2360,Virginia Polytechnic University,Blacksburg VA
2361,Virtual Genetics Laboratory AB,Stockholm Sweden
2362,"Vivisimo, Inc.",Pittsburgh PA
2363,Voice Insight,Brussels Belgium
2364,Volkswagen of America,Palo Alto CA
2365,Vox Generation Limited,London UK
2366,Vrije University,Amsterdam The Netherlands
2367,"Vrije University, Amsterdam The Netherlands; Irion Technologies",Delft The Netherlands
2368,Vsesojuznyj Centr Perevodov,Moscow Russia
2369,Vytautas Magnus University,Kaunas Lithuania
2370,W.L. Gore & Associates,Inc.
2371,Waikato University,Hamilton New Zealand
2372,Warsaw University,Warsaw Poland
2373,Waseda University,Tokyo Japan
2374,"Waseda University, Tokyo Japan; Telecommunications Advancement Organization of Japan",Japan
2375,Washington State University,Pullman WA
2376,Washington University,St. Louis MO
2377,Watson,Richard E.
2378,Wayne State University,Detroit MI
2379,Webster University,Geneva Switzerland
2380,"Weidner Communications, Inc.",Provo UT
2381,Weizmann Institute of Science,Rehovot Israel
2382,West Group,Eagan MN
2383,"West Virginia University, Morgantown WV; MedQuist Inc.",Morgantown WV
2384,Western General Hospital,Edinburgh UK
2385,,Western Union Telegraph Co.
2386,,Westminster Hebrew Institute
2387,Willamette University,Salem OR
2388,Williams College,Williamstown MA
2389,,World Wide Web Consortium
2390,Wroclaw University of Technology,Wroclaw Poland
2391,Wuhan University,Wuhan China
2392,Xerox Research Centre Europe,Grenoble France
2393,"Xerox Research Centre Europe, Grenoble France; Academy of Finland",Helsinki Finland
2394,"Xerox Research Centre Europe, Grenoble France; Institute of Information and Applied Mathematics Grenoble",Grenoble France
2395,"Xerox Research Centre Europe, Grenoble France; Institute of Information and Applied Mathematics Grenoble, Grenoble France; University of Grenoble 1",Grenoble France
2396,,Xerox Webster Research Center
2397,Xiamen University,Xiamen China
2398,"Xinjiang University, Urumqi China; Communication University of China",Beijing China
2399,XtraMind Technologies GmbH,Saarbrucken Germany
2400,YY Technologies,Mountain View CA
2401,Yahoo! Barcelona,Barcelona Spain
2402,"Yahoo! Barcelona, Barcelona Spain; University of Pisa",Pisa Italy
2403,Yahoo! Inc.,Santa Clara CA
2404,Yahoo! Research Tokyo,Tokyo Japan
2405,Yahoo! Research,New York NY
2406,Yahoo! Research,Sunnyvale CA
2407,Yale University,New Haven CT
2408,Yamagata University,Yamagata Japan
2409,Yamanashi University,Yamanashi Japan
2410,Yanbian University of Science and Technology,Yanji City China
2411,Yandex Labs,Burlingame CA
2412,Yokohama National University,Yokohama Japan
2413,Yonsei University,Seoul Korea
2414,York University,North York ON
2415,Yuan Ze University,Taoyuan Taiwan
2416,Zagazig University,Zagazig Egypt
2417,Zagreb University,Zagreb Yugoslavia
2418,Zavod vypocetni techniky CSAD Prague,Prague Czechoslovakia
2419,Zhang,Yi
2420,Zhejiang University,Hangzhou China
2421,Zurich University of Applied Sciences,Zurich Switzerland
2422,acrolinx GmbH,Germany
2423,conject AG,Munich Germany
2424,deNovis Inc.,Lexington MA
2425,eMotion Inc.,Vienna VA
2426,"ftw. Telecommunications Research Center, Vienna Austria; Imperial College London",London UK
2427,"gavagai Technology Inc., Vancouver BC; Simon Fraser University",Burnaby BC
2428,osTechnology Pty. Ltd.,Australia
2429,smartSpeed GmbH & Co. KG,Hamburg Germany
2430,"Ã‰cole Normale SupÃ©rieure Lettres et Sciences Humaines, Lyon France; University of Lyon 2",Lyon France
